study,dataset,name,concept,item_old,questionnaire,question,item
soep-pretest,pre_2008_muki_c,F099086,pre_signs_numbers_test_86,,pre_2008_muki_c,F99_2,86
soep-pretest,pre_2008_muki_c,F099087,pre_signs_numbers_test_87,,pre_2008_muki_c,F99_2,87
soep-pretest,pre_2008_muki_c,F099088,pre_signs_numbers_test_88,,pre_2008_muki_c,F99_2,88
soep-pretest,pre_2008_muki_c,F099089,pre_signs_numbers_test_89,,pre_2008_muki_c,F99_2,89
soep-pretest,pre_2008_muki_c,F099090,pre_signs_numbers_test_90,,pre_2008_muki_c,F99_2,90
soep-pretest,pre_2008_muki_c,F099091,pre_signs_numbers_test_91,,pre_2008_muki_c,F99_2,91
soep-pretest,pre_2008_muki_c,F099092,pre_signs_numbers_test_92,,pre_2008_muki_c,F99_2,92
soep-pretest,pre_2008_muki_c,F099093,pre_signs_numbers_test_93,,pre_2008_muki_c,F99_2,93
soep-pretest,pre_2008_muki_c,F099001s,pre_signs_numbers_duration_1,,pre_2008_muki_c,F99_3,1
soep-pretest,pre_2008_muki_c,F099002s,pre_signs_numbers_duration_2,,pre_2008_muki_c,F99_3,2
soep-pretest,pre_2008_muki_c,F099003s,pre_signs_numbers_duration_3,,pre_2008_muki_c,F99_3,3
soep-pretest,pre_2008_muki_c,F099004s,pre_signs_numbers_duration_4,,pre_2008_muki_c,F99_3,4
soep-pretest,pre_2008_muki_c,F099005s,pre_signs_numbers_duration_5,,pre_2008_muki_c,F99_3,5
soep-pretest,pre_2008_muki_c,F099006s,pre_signs_numbers_duration_6,,pre_2008_muki_c,F99_3,6
soep-pretest,pre_2008_muki_c,F099007s,pre_signs_numbers_duration_7,,pre_2008_muki_c,F99_3,7
soep-pretest,pre_2008_muki_c,F099008s,pre_signs_numbers_duration_8,,pre_2008_muki_c,F99_3,8
soep-pretest,pre_2008_muki_c,F099009s,pre_signs_numbers_duration_9,,pre_2008_muki_c,F99_3,9
soep-pretest,pre_2008_muki_c,F099010s,pre_signs_numbers_duration_10,,pre_2008_muki_c,F99_3,10
soep-pretest,pre_2008_muki_c,F099011s,pre_signs_numbers_duration_11,,pre_2008_muki_c,F99_3,11
soep-pretest,pre_2008_muki_c,F099012s,pre_signs_numbers_duration_12,,pre_2008_muki_c,F99_3,12
soep-pretest,pre_2008_muki_c,F099013s,pre_signs_numbers_duration_13,,pre_2008_muki_c,F99_3,13
soep-pretest,pre_2008_muki_c,F099014s,pre_signs_numbers_duration_14,,pre_2008_muki_c,F99_3,14
soep-pretest,pre_2008_muki_c,F099015s,pre_signs_numbers_duration_15,,pre_2008_muki_c,F99_3,15
soep-pretest,pre_2008_muki_c,F099016s,pre_signs_numbers_duration_16,,pre_2008_muki_c,F99_3,16
soep-pretest,pre_2008_muki_c,F099017s,pre_signs_numbers_duration_17,,pre_2008_muki_c,F99_3,17
soep-pretest,pre_2008_muki_c,F099018s,pre_signs_numbers_duration_18,,pre_2008_muki_c,F99_3,18
soep-pretest,pre_2008_muki_c,F099019s,pre_signs_numbers_duration_19,,pre_2008_muki_c,F99_3,19
soep-pretest,pre_2008_muki_c,F099020s,pre_signs_numbers_duration_20,,pre_2008_muki_c,F99_3,20
soep-pretest,pre_2008_muki_c,F099021s,pre_signs_numbers_duration_21,,pre_2008_muki_c,F99_3,21
soep-pretest,pre_2008_muki_c,F099022s,pre_signs_numbers_duration_22,,pre_2008_muki_c,F99_3,22
soep-pretest,pre_2008_muki_c,F099023s,pre_signs_numbers_duration_23,,pre_2008_muki_c,F99_3,23
soep-pretest,pre_2008_muki_c,F099024s,pre_signs_numbers_duration_24,,pre_2008_muki_c,F99_3,24
soep-pretest,pre_2008_muki_c,F099025s,pre_signs_numbers_duration_25,,pre_2008_muki_c,F99_3,25
soep-pretest,pre_2008_muki_c,F099026s,pre_signs_numbers_duration_26,,pre_2008_muki_c,F99_3,26
soep-pretest,pre_2008_muki_c,F099027s,pre_signs_numbers_duration_27,,pre_2008_muki_c,F99_3,27
soep-pretest,pre_2008_muki_c,F099028s,pre_signs_numbers_duration_28,,pre_2008_muki_c,F99_3,28
soep-pretest,pre_2008_muki_c,F099029s,pre_signs_numbers_duration_29,,pre_2008_muki_c,F99_3,29
soep-pretest,pre_2008_muki_c,F099030s,pre_signs_numbers_duration_30,,pre_2008_muki_c,F99_3,30
soep-pretest,pre_2008_muki_c,F099031s,pre_signs_numbers_duration_31,,pre_2008_muki_c,F99_3,31
soep-pretest,pre_2008_muki_c,F099032s,pre_signs_numbers_duration_32,,pre_2008_muki_c,F99_3,32
soep-pretest,pre_2008_muki_c,F099033s,pre_signs_numbers_duration_33,,pre_2008_muki_c,F99_3,33
soep-pretest,pre_2008_muki_c,F099034s,pre_signs_numbers_duration_34,,pre_2008_muki_c,F99_3,34
soep-pretest,pre_2008_muki_c,F099035s,pre_signs_numbers_duration_35,,pre_2008_muki_c,F99_3,35
soep-pretest,pre_2008_muki_c,F099036s,pre_signs_numbers_duration_36,,pre_2008_muki_c,F99_3,36
soep-pretest,pre_2008_muki_c,F099037s,pre_signs_numbers_duration_37,,pre_2008_muki_c,F99_3,37
soep-pretest,pre_2008_muki_c,F099038s,pre_signs_numbers_duration_38,,pre_2008_muki_c,F99_3,38
soep-pretest,pre_2008_muki_c,F099039s,pre_signs_numbers_duration_39,,pre_2008_muki_c,F99_3,39
soep-pretest,pre_2008_muki_c,F099040s,pre_signs_numbers_duration_40,,pre_2008_muki_c,F99_3,40
soep-pretest,pre_2008_muki_c,F099041s,pre_signs_numbers_duration_41,,pre_2008_muki_c,F99_3,41
soep-pretest,pre_2008_muki_c,F099042s,pre_signs_numbers_duration_42,,pre_2008_muki_c,F99_3,42
soep-pretest,pre_2008_muki_c,F099043s,pre_signs_numbers_duration_43,,pre_2008_muki_c,F99_3,43
soep-pretest,pre_2008_muki_c,F099044s,pre_signs_numbers_duration_44,,pre_2008_muki_c,F99_3,44
soep-pretest,pre_2008_muki_c,F099045s,pre_signs_numbers_duration_45,,pre_2008_muki_c,F99_3,45
soep-pretest,pre_2008_muki_c,F099046s,pre_signs_numbers_duration_46,,pre_2008_muki_c,F99_3,46
soep-pretest,pre_2008_muki_c,F099047s,pre_signs_numbers_duration_47,,pre_2008_muki_c,F99_3,47
soep-pretest,pre_2008_muki_c,F099048s,pre_signs_numbers_duration_48,,pre_2008_muki_c,F99_3,48
soep-pretest,pre_2008_muki_c,F099049s,pre_signs_numbers_duration_49,,pre_2008_muki_c,F99_3,49
soep-pretest,pre_2008_muki_c,F099050s,pre_signs_numbers_duration_50,,pre_2008_muki_c,F99_3,50
soep-pretest,pre_2008_muki_c,F099051s,pre_signs_numbers_duration_51,,pre_2008_muki_c,F99_3,51
soep-pretest,pre_2008_muki_c,F099052s,pre_signs_numbers_duration_52,,pre_2008_muki_c,F99_3,52
soep-pretest,pre_2008_muki_c,F099053s,pre_signs_numbers_duration_53,,pre_2008_muki_c,F99_3,53
soep-pretest,pre_2008_muki_c,F099054s,pre_signs_numbers_duration_54,,pre_2008_muki_c,F99_3,54
soep-pretest,pre_2008_muki_c,F099055s,pre_signs_numbers_duration_55,,pre_2008_muki_c,F99_3,55
soep-pretest,pre_2008_muki_c,F099056s,pre_signs_numbers_duration_56,,pre_2008_muki_c,F99_3,56
soep-pretest,pre_2008_muki_c,F099057s,pre_signs_numbers_duration_57,,pre_2008_muki_c,F99_3,57
soep-pretest,pre_2008_muki_c,F099058s,pre_signs_numbers_duration_58,,pre_2008_muki_c,F99_3,58
soep-pretest,pre_2008_muki_c,F099059s,pre_signs_numbers_duration_59,,pre_2008_muki_c,F99_3,59
soep-pretest,pre_2008_muki_c,F099060s,pre_signs_numbers_duration_60,,pre_2008_muki_c,F99_3,60
soep-pretest,pre_2008_muki_c,F099061s,pre_signs_numbers_duration_61,,pre_2008_muki_c,F99_3,61
soep-pretest,pre_2008_muki_c,F099062s,pre_signs_numbers_duration_62,,pre_2008_muki_c,F99_3,62
soep-pretest,pre_2008_muki_c,F099063s,pre_signs_numbers_duration_63,,pre_2008_muki_c,F99_3,63
soep-pretest,pre_2008_muki_c,F099064s,pre_signs_numbers_duration_64,,pre_2008_muki_c,F99_3,64
soep-pretest,pre_2008_muki_c,F099065s,pre_signs_numbers_duration_65,,pre_2008_muki_c,F99_3,65
soep-pretest,pre_2008_muki_c,F099066s,pre_signs_numbers_duration_66,,pre_2008_muki_c,F99_3,66
soep-pretest,pre_2008_muki_c,F099067s,pre_signs_numbers_duration_67,,pre_2008_muki_c,F99_3,67
soep-pretest,pre_2008_muki_c,F099068s,pre_signs_numbers_duration_68,,pre_2008_muki_c,F99_3,68
soep-pretest,pre_2008_muki_c,F099069s,pre_signs_numbers_duration_69,,pre_2008_muki_c,F99_3,69
soep-pretest,pre_2008_muki_c,F099070s,pre_signs_numbers_duration_70,,pre_2008_muki_c,F99_3,70
soep-pretest,pre_2008_muki_c,F099071s,pre_signs_numbers_duration_71,,pre_2008_muki_c,F99_3,71
soep-pretest,pre_2008_muki_c,F099072s,pre_signs_numbers_duration_72,,pre_2008_muki_c,F99_3,72
soep-pretest,pre_2008_muki_c,F099073s,pre_signs_numbers_duration_73,,pre_2008_muki_c,F99_3,73
soep-pretest,pre_2008_muki_c,F099074s,pre_signs_numbers_duration_74,,pre_2008_muki_c,F99_3,74
soep-pretest,pre_2008_muki_c,F099075s,pre_signs_numbers_duration_75,,pre_2008_muki_c,F99_3,75
soep-pretest,pre_2008_muki_c,F099076s,pre_signs_numbers_duration_76,,pre_2008_muki_c,F99_3,76
soep-pretest,pre_2008_muki_c,F099077s,pre_signs_numbers_duration_77,,pre_2008_muki_c,F99_3,77
soep-pretest,pre_2008_muki_c,F099078s,pre_signs_numbers_duration_78,,pre_2008_muki_c,F99_3,78
soep-pretest,pre_2008_muki_c,F099079s,pre_signs_numbers_duration_79,,pre_2008_muki_c,F99_3,79
soep-pretest,pre_2008_muki_c,F099080s,pre_signs_numbers_duration_80,,pre_2008_muki_c,F99_3,80
soep-pretest,pre_2008_muki_c,F099081s,pre_signs_numbers_duration_81,,pre_2008_muki_c,F99_3,81
soep-pretest,pre_2008_muki_c,F099082s,pre_signs_numbers_duration_82,,pre_2008_muki_c,F99_3,82
soep-pretest,pre_2008_muki_c,F099083s,pre_signs_numbers_duration_83,,pre_2008_muki_c,F99_3,83
soep-pretest,pre_2008_muki_c,F099084s,pre_signs_numbers_duration_84,,pre_2008_muki_c,F99_3,84
soep-pretest,pre_2008_muki_c,F099085s,pre_signs_numbers_duration_85,,pre_2008_muki_c,F99_3,85
soep-pretest,pre_2008_muki_c,F099086s,pre_signs_numbers_duration_86,,pre_2008_muki_c,F99_3,86
soep-pretest,pre_2008_muki_c,F099087s,pre_signs_numbers_duration_87,,pre_2008_muki_c,F99_3,87
soep-pretest,pre_2008_muki_c,F099088s,pre_signs_numbers_duration_88,,pre_2008_muki_c,F99_3,88
soep-pretest,pre_2008_muki_c,F099089s,pre_signs_numbers_duration_89,,pre_2008_muki_c,F99_3,89
soep-pretest,pre_2008_muki_c,F099090s,pre_signs_numbers_duration_90,,pre_2008_muki_c,F99_3,90
soep-pretest,pre_2008_muki_c,F099091s,pre_signs_numbers_duration_91,,pre_2008_muki_c,F99_3,91
soep-pretest,pre_2008_muki_c,F099092s,pre_signs_numbers_duration_92,,pre_2008_muki_c,F99_3,92
soep-pretest,pre_2008_muki_c,F099093s,pre_signs_numbers_duration_93,,pre_2008_muki_c,F99_3,93
soep-pretest,pre_2008_muki_c,F99z30r,,5798,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z30f,,5799,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z30s,,5800,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z60r,,5801,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z60f,,5802,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z60s,,5803,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z90r,,5804,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z90f,,5805,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,F99z90s,,5806,pre_2008_muki_c,F99_3,
soep-pretest,pre_2008_muki_c,m01,,571,pre_2008_muki_c,M1,
soep-pretest,pre_2008_muki_c,m0201,,572,pre_2008_muki_c,M2,
soep-pretest,pre_2008_muki_c,m0202,,573,pre_2008_muki_c,M2_1,
soep-pretest,pre_2008_muki_c,m0301,,5971,pre_2008_muki_c,M3,
soep-pretest,pre_2008_muki_c,m0302,,5972,pre_2008_muki_c,M3_1,
soep-pretest,pre_2008_muki_c,m0401,,2743,pre_2008_muki_c,M4,
soep-pretest,pre_2008_muki_c,m0402,pre_Z_NETTO,,pre_2008_muki_c,M4_1,
soep-pretest,pre_2008_muki_c,m05,,2414,pre_2008_muki_c,M5,
soep-pretest,pre_2008_muki_c,m06,,570,pre_2008_muki_c,M6,
soep-pretest,pre_2008_muki_c,m07,,536,pre_2008_muki_c,M7,
soep-pretest,pre_2008_muki_c,m08,,4183,pre_2008_muki_c,M8,
soep-pretest,pre_2008_muki_c,M0901,pre_vocational_training_mother_yes,,pre_2008_muki_c,M9,1
soep-pretest,pre_2008_muki_c,M0902,pre_university_degree_mother_yes,,pre_2008_muki_c,M9,2
soep-pretest,pre_2008_muki_c,M0903,pre_no_higher_education_mother,,pre_2008_muki_c,M9,3
soep-pretest,pre_2008_muki_c,M0904ka,pre_higher_education_mother_unknown,,pre_2008_muki_c,M9,4
soep-pretest,pre_2008_muki_c,m10,pre_current_emlpoy_status_mother,,pre_2008_muki_c,M10,
soep-pretest,pre_2008_muki_c,m1101,pre_242_mother,,pre_2008_muki_c,M11,1
soep-pretest,pre_2008_muki_c,m1102,pre_249_mother,,pre_2008_muki_c,M11,2
soep-pretest,pre_2008_muki_c,m1103,pre_250_mother,,pre_2008_muki_c,M11,3
soep-pretest,pre_2008_muki_c,m1104,pre_247_mother,,pre_2008_muki_c,M11,4
soep-pretest,pre_2008_muki_c,m1105,pre_never_working_mother,,pre_2008_muki_c,M11,5
soep-pretest,pre_2008_muki_c,m12,,3890,pre_2008_muki_c,M12,
soep-pretest,pre_2008_muki_c,M1301,,4760,pre_2008_muki_c,M13,1
soep-pretest,pre_2008_muki_c,M1302,,4761,pre_2008_muki_c,M13,2
soep-pretest,pre_2008_muki_c,M1303,,4762,pre_2008_muki_c,M13,3
soep-pretest,pre_2008_muki_c,M1304,,4763,pre_2008_muki_c,M13,4
soep-pretest,pre_2008_muki_c,M1305,,4764,pre_2008_muki_c,M13,5
soep-pretest,pre_2008_muki_c,M1306,,4765,pre_2008_muki_c,M13,6
soep-pretest,pre_2008_muki_c,M1307,,4766,pre_2008_muki_c,M13,7
soep-pretest,pre_2008_muki_c,M1308,,4767,pre_2008_muki_c,M13,8
soep-pretest,pre_2008_muki_c,M1309,,4768,pre_2008_muki_c,M13,9
soep-pretest,pre_2008_muki_c,M1310,,4769,pre_2008_muki_c,M13,10
soep-pretest,pre_2008_muki_c,M1311,,4770,pre_2008_muki_c,M13,11
soep-pretest,pre_2008_muki_c,M1312,,4771,pre_2008_muki_c,M13,12
soep-pretest,pre_2008_muki_c,M1313,,4772,pre_2008_muki_c,M13,13
soep-pretest,pre_2008_muki_c,M1314,,4773,pre_2008_muki_c,M13,14
soep-pretest,pre_2008_muki_c,M1315,,4774,pre_2008_muki_c,M13,15
soep-pretest,pre_2008_muki_c,M1316,,5824,pre_2008_muki_c,M13,16
soep-pretest,pre_2008_muki_c,M1317,pre_big5_empathy,,pre_2008_muki_c,M13,17
soep-pretest,pre_2008_muki_c,M1401,,6590,pre_2008_muki_c,M14,1
soep-pretest,pre_2008_muki_c,M1402,,6591,pre_2008_muki_c,M14,2
soep-pretest,pre_2008_muki_c,M1403,,509,pre_2008_muki_c,M14,3
soep-pretest,pre_2008_muki_c,M1404,,516,pre_2008_muki_c,M14,4
soep-pretest,pre_2008_muki_c,m15,pre_religion_community,,pre_2008_muki_c,M15,
soep-pretest,pre_2008_muki_c,m16,,5601,pre_2008_muki_c,M16,
soep-pretest,pre_2008_muki_c,m17,,4669,pre_2008_muki_c,M17,
soep-pretest,pre_2008_muki_c,m18,,5602,pre_2008_muki_c,M18,
soep-pretest,pre_2008_muki_c,m19,,622,pre_2008_muki_c,M19,
soep-pretest,pre_2008_muki_c,sp02,pre_social_pref_mother_example,,pre_2008_muki_c,SP2,
soep-pretest,pre_2008_muki_c,sp03,pre_social_pref_mother_start,,pre_2008_muki_c,SP3,
soep-pretest,pre_2008_muki_c,SP0401,pre_social_pref_mother_elementary_prosociality,,pre_2008_muki_c,SP4,
soep-pretest,pre_2008_muki_c,SP0402,pre_social_pref_mother_payoff_maximization,,pre_2008_muki_c,SP4_1,
soep-pretest,pre_2008_muki_c,SP0403,pre_social_pref_mother_efficiency,,pre_2008_muki_c,SP4_2,
soep-pretest,pre_2008_muki_c,SP0404,pre_social_pref_mother_envy,,pre_2008_muki_c,SP4_3,
soep-pretest,pre_2008_muki_c,SP0405,pre_social_pref_mother_altruism,,pre_2008_muki_c,SP4_4,
soep-pretest,pre_2008_muki_c,SP04lr1,pre_social_pref_mother_elementary_prosociality_random,,pre_2008_muki_c,SP4_5,
soep-pretest,pre_2008_muki_c,SP04lr2,pre_social_pref_mother_payoff_maximization_random,,pre_2008_muki_c,SP4_6,
soep-pretest,pre_2008_muki_c,SP04lr3,pre_social_pref_mother_efficiency_random,,pre_2008_muki_c,SP4_7,
soep-pretest,pre_2008_muki_c,SP04lr4,pre_social_pref_mother_envy_random,,pre_2008_muki_c,SP4_8,
soep-pretest,pre_2008_muki_c,SP04lr5,pre_social_pref_mother_altruism_random,,pre_2008_muki_c,SP4_9,
soep-pretest,pre_2008_muki_c,spsort,pre_social_pref_mother_decisions_random,,pre_2008_muki_c,SP5,
soep-pretest,pre_2008_muki_c,SPGEW,pre_social_pref_mother_winning_amount,,pre_2008_muki_c,SP6,
soep-pretest,pre_2008_muki_c,SPGEWAM,pre_social_pref_mother_winning_amount_other,,pre_2008_muki_c,SP7,
soep-pretest,pre_2008_muki_c,rpniete,pre_risk_pref_mother_blank,,pre_2008_muki_c,RP2,
soep-pretest,pre_2008_muki_c,RP02A,pre_risk_pref_mother_field_1,,pre_2008_muki_c,RP2_1,
soep-pretest,pre_2008_muki_c,RP02B,pre_risk_pref_mother_field_2,,pre_2008_muki_c,RP2_2,
soep-pretest,pre_2008_muki_c,RP02C,pre_risk_pref_mother_field_3,,pre_2008_muki_c,RP2_3,
soep-pretest,pre_2008_muki_c,RP02D,pre_risk_pref_mother_field_4,,pre_2008_muki_c,RP2_4,
soep-pretest,pre_2008_muki_c,RP02E,pre_risk_pref_mother_field_5,,pre_2008_muki_c,RP2_5,
soep-pretest,pre_2008_muki_c,RP02F,pre_risk_pref_mother_field_6,,pre_2008_muki_c,RP2_6,
soep-pretest,pre_2008_muki_c,RP02G,pre_risk_pref_mother_field_7,,pre_2008_muki_c,RP2_7,
soep-pretest,pre_2008_muki_c,RP02H,pre_risk_pref_mother_field_8,,pre_2008_muki_c,RP2_8,
soep-pretest,pre_2008_muki_c,RP02I,pre_risk_pref_mother_field_9,,pre_2008_muki_c,RP2_9,
soep-pretest,pre_2008_muki_c,RP02J,pre_risk_pref_mother_field_10,,pre_2008_muki_c,RP2_10,
soep-pretest,pre_2008_muki_c,rp02kor,pre_risk_pref_mother_correction,,pre_2008_muki_c,RP2_11,
soep-pretest,pre_2008_muki_c,rp03,pre_risk_pref_mother_save,,pre_2008_muki_c,RP3,
soep-pretest,pre_2008_muki_c,RPGEW,pre_risk_pref_mother_winning_amount,,pre_2008_muki_c,RP4,
soep-pretest,pre_2008_muki_c,ww01,pre_competition_affinity_mother_example,,pre_2008_muki_c,WW1,
soep-pretest,pre_2008_muki_c,WW0301,pre_competition_affinity_mother_test_1,,pre_2008_muki_c,WW3,1
soep-pretest,pre_2008_muki_c,WW0302,pre_competition_affinity_mother_test_2,,pre_2008_muki_c,WW3,2
soep-pretest,pre_2008_muki_c,WW0303,pre_competition_affinity_mother_test_3,,pre_2008_muki_c,WW3,3
soep-pretest,pre_2008_muki_c,WW0304,pre_competition_affinity_mother_test_4,,pre_2008_muki_c,WW3,4
soep-pretest,pre_2008_muki_c,WW0305,pre_competition_affinity_mother_test_5,,pre_2008_muki_c,WW3,5
soep-pretest,pre_2008_muki_c,WW0306,pre_competition_affinity_mother_test_6,,pre_2008_muki_c,WW3,6
soep-pretest,pre_2008_muki_c,WW0307,pre_competition_affinity_mother_test_7,,pre_2008_muki_c,WW3,7
soep-pretest,pre_2008_muki_c,WW0308,pre_competition_affinity_mother_test_8,,pre_2008_muki_c,WW3,8
soep-pretest,pre_2008_muki_c,WW0309,pre_competition_affinity_mother_test_9,,pre_2008_muki_c,WW3,9
soep-pretest,pre_2008_muki_c,WW0310,pre_competition_affinity_mother_test_10,,pre_2008_muki_c,WW3,10
soep-pretest,pre_2008_muki_c,WW0311,pre_competition_affinity_mother_test_11,,pre_2008_muki_c,WW3,11
soep-pretest,pre_2008_muki_c,WW0312,pre_competition_affinity_mother_test_12,,pre_2008_muki_c,WW3,12
soep-pretest,pre_2008_muki_c,WW0313,pre_competition_affinity_mother_test_13,,pre_2008_muki_c,WW3,13
soep-pretest,pre_2008_muki_c,WW0314,pre_competition_affinity_mother_test_14,,pre_2008_muki_c,WW3,14
soep-pretest,pre_2008_muki_c,WW03D01,pre_competition_affinity_mother_duration_test_1,,pre_2008_muki_c,WW3_1,1
soep-pretest,pre_2008_muki_c,WW03D02,pre_competition_affinity_mother_duration_test_2,,pre_2008_muki_c,WW3_1,2
soep-pretest,pre_2008_muki_c,WW03D03,pre_competition_affinity_mother_duration_test_3,,pre_2008_muki_c,WW3_1,3
soep-pretest,pre_2008_muki_c,WW03D04,pre_competition_affinity_mother_duration_test_4,,pre_2008_muki_c,WW3_1,4
soep-pretest,pre_2008_muki_c,WW03D05,pre_competition_affinity_mother_duration_test_5,,pre_2008_muki_c,WW3_1,5
soep-pretest,pre_2008_muki_c,WW03D06,pre_competition_affinity_mother_duration_test_6,,pre_2008_muki_c,WW3_1,6
soep-pretest,pre_2008_muki_c,WW03D07,pre_competition_affinity_mother_duration_test_7,,pre_2008_muki_c,WW3_1,7
soep-pretest,pre_2008_muki_c,WW03D08,pre_competition_affinity_mother_duration_test_8,,pre_2008_muki_c,WW3_1,8
soep-pretest,pre_2008_muki_c,WW03D09,pre_competition_affinity_mother_duration_test_9,,pre_2008_muki_c,WW3_1,9
soep-pretest,pre_2008_muki_c,WW03D10,pre_competition_affinity_mother_duration_test_10,,pre_2008_muki_c,WW3_1,10
soep-pretest,pre_2008_muki_c,WW03D11,pre_competition_affinity_mother_duration_test_11,,pre_2008_muki_c,WW3_1,11
soep-pretest,pre_2008_muki_c,WW03D12,pre_competition_affinity_mother_duration_test_12,,pre_2008_muki_c,WW3_1,12
soep-pretest,pre_2008_muki_c,WW03D13,pre_competition_affinity_mother_duration_test_13,,pre_2008_muki_c,WW3_1,13
soep-pretest,pre_2008_muki_c,WW03D14,pre_competition_affinity_mother_duration_test_14,,pre_2008_muki_c,WW3_1,14
soep-pretest,pre_2008_muki_c,ww03end,pre_competition_affinity_mother_test_end,,pre_2008_muki_c,WW3_2,
soep-pretest,pre_2008_muki_c,WW03R01,pre_competition_affinity_mother_right_test_1,,pre_2008_muki_c,WW3_3,1
soep-pretest,pre_2008_muki_c,WW03R02,pre_competition_affinity_mother_right_test_2,,pre_2008_muki_c,WW3_3,2
soep-pretest,pre_2008_muki_c,WW03R03,pre_competition_affinity_mother_right_test_3,,pre_2008_muki_c,WW3_3,3
soep-pretest,pre_2008_muki_c,WW03R04,pre_competition_affinity_mother_right_test_4,,pre_2008_muki_c,WW3_3,4
soep-pretest,pre_2008_muki_c,WW03R05,pre_competition_affinity_mother_right_test_5,,pre_2008_muki_c,WW3_3,5
soep-pretest,pre_2008_muki_c,WW03R06,pre_competition_affinity_mother_right_test_6,,pre_2008_muki_c,WW3_3,6
soep-pretest,pre_2008_muki_c,WW03R07,pre_competition_affinity_mother_right_test_7,,pre_2008_muki_c,WW3_3,7
soep-pretest,pre_2008_muki_c,WW03R08,pre_competition_affinity_mother_right_test_8,,pre_2008_muki_c,WW3_3,8
soep-pretest,pre_2008_muki_c,WW03R09,pre_competition_affinity_mother_right_test_9,,pre_2008_muki_c,WW3_3,9
soep-pretest,pre_2008_muki_c,WW03R10,pre_competition_affinity_mother_right_test_10,,pre_2008_muki_c,WW3_3,10
soep-pretest,pre_2008_muki_c,WW03R11,pre_competition_affinity_mother_right_test_11,,pre_2008_muki_c,WW3_3,11
soep-pretest,pre_2008_muki_c,WW03R12,pre_competition_affinity_mother_right_test_12,,pre_2008_muki_c,WW3_3,12
soep-pretest,pre_2008_muki_c,WW03R13,pre_competition_affinity_mother_right_test_13,,pre_2008_muki_c,WW3_3,13
soep-pretest,pre_2008_muki_c,WW03R14,pre_competition_affinity_mother_right_test_14,,pre_2008_muki_c,WW3_3,14
soep-pretest,pre_2008_muki_c,ww03ric,pre_competition_affinity_mother_right_test_15,,pre_2008_muki_c,WW3_4,
soep-pretest,pre_2008_muki_c,WW03T01,pre_competition_affinity_mother_total_test_1,,pre_2008_muki_c,WW3_5,1
soep-pretest,pre_2008_muki_c,WW03T02,pre_competition_affinity_mother_total_test_2,,pre_2008_muki_c,WW3_5,2
soep-pretest,pre_2008_muki_c,WW03T03,pre_competition_affinity_mother_total_test_3,,pre_2008_muki_c,WW3_5,3
soep-pretest,pre_2008_muki_c,WW03T04,pre_competition_affinity_mother_total_test_4,,pre_2008_muki_c,WW3_5,4
soep-pretest,pre_2008_muki_c,WW03T05,pre_competition_affinity_mother_total_test_5,,pre_2008_muki_c,WW3_5,5
soep-pretest,pre_2008_muki_c,WW03T06,pre_competition_affinity_mother_total_test_6,,pre_2008_muki_c,WW3_5,6
soep-pretest,pre_2008_muki_c,WW03T07,pre_competition_affinity_mother_total_test_7,,pre_2008_muki_c,WW3_5,7
soep-pretest,pre_2008_muki_c,WW03T08,pre_competition_affinity_mother_total_test_8,,pre_2008_muki_c,WW3_5,8
soep-pretest,pre_2008_muki_c,WW03T09,pre_competition_affinity_mother_total_test_9,,pre_2008_muki_c,WW3_5,9
soep-pretest,pre_2008_muki_c,WW03T10,pre_competition_affinity_mother_total_test_10,,pre_2008_muki_c,WW3_5,10
soep-pretest,pre_2008_muki_c,WW03T11,pre_competition_affinity_mother_total_test_11,,pre_2008_muki_c,WW3_5,11
soep-pretest,pre_2008_muki_c,WW03T12,pre_competition_affinity_mother_total_test_12,,pre_2008_muki_c,WW3_5,12
soep-pretest,pre_2008_muki_c,WW03T13,pre_competition_affinity_mother_total_test_13,,pre_2008_muki_c,WW3_5,13
soep-pretest,pre_2008_muki_c,WW03T14,pre_competition_affinity_mother_total_test_14,,pre_2008_muki_c,WW3_5,14
soep-pretest,pre_2008_muki_c,ww03to,pre_competition_affinity_mother_total_test_15,,pre_2008_muki_c,WW3_6,
soep-pretest,pre_2008_muki_c,ww05,pre_competition_affinity_mother_others,,pre_2008_muki_c,WW5,
soep-pretest,pre_2008_muki_c,ww05a,pre_competition_affinity_mother_others_better,,pre_2008_muki_c,WW5_1,
soep-pretest,pre_2008_muki_c,ww06,pre_competition_affinity_mother_understand,,pre_2008_muki_c,WW6,
soep-pretest,pre_2008_muki_c,ww07,pre_competition_affinity_mother_alternative,,pre_2008_muki_c,WW7,
soep-pretest,pre_2008_muki_c,WW0801,pre_competition_affinity_mother_1,,pre_2008_muki_c,WW8,1
soep-pretest,pre_2008_muki_c,WW0802,pre_competition_affinity_mother_2,,pre_2008_muki_c,WW8,2
